Git Repo	Before Hash	After Hash	Extracted From Method Name	Extracted To Method Name	FQ Class Name
https://github.com/apache/camel.git	b8d056208f12f968cc95dbb44df118ca521a2182	5e08a9e8e93a2f117b5fbec9c6d54500d8e99a4d			
			public copyFrom(that Message) : void	public copyAttachments(that Message) : void	org.apache.camel.impl.MessageSupport
					
https://github.com/rstudio/rstudio.git	5cb6ec27c6b88a94f6504078fc9ef60f43b160ca	4983f83d1bedb7b737fc56d409c1c06b04e34e4e			
			public setValue(value boolean) : void	private setValue(value boolean, force boolean) : void	org.rstudio.core.client.widget.ThemedCheckBox
					
https://github.com/liferay/liferay-plugins.git		7c7ecf4cffda166938efd0ae34830e2979c25c73			
			public onAfterUpdate(resourcePermission ResourcePermission) : void	protected updateSyncDLObject(syncDLObject SyncDLObject) : void	com.liferay.sync.hook.listeners.ResourcePermissionModelListener
					
https://github.com/mockito/mockito.git	ea121e9102e6df9ab12da437dc95560c4977b5ba	2d036ecf1d7170b4ec7346579a1ef8904109530a			
			public generateMockClass(features MockFeatures&lt;T&gt;) : Class&lt;? extends T&gt;	private allMockedTypes(features MockFeatures&lt;T&gt;) : Class&lt;?&gt;[]	org.mockito.internal.creation.bytebuddy.MockBytecodeGenerator
					
https://github.com/facebook/buck.git	e508e13e43431918d82ac27b744a53becc52e309	7e104c3ed4b80ec8e9b72356396f879d1067cc40			
			public resolve(mavenCoords String[]) : void	private downloadArtifact(artifactToDownload Artifact, repoSys RepositorySystem, session RepositorySystemSession, buckFiles Map&lt;Path,SortedSet&lt;Prebuilt&gt;&gt;, graph MutableDirectedGraph&lt;Artifact&gt;) : void	com.facebook.buck.maven.Resolver
			public resolve(mavenCoords String[]) : void	private createBuckFiles(buckFilesData Map&lt;Path,SortedSet&lt;Prebuilt&gt;&gt;) : void	com.facebook.buck.maven.Resolver
					
https://github.com/apache/hive.git		e2dd54ab180b577b08cf6b0e69310ac81fc99fd3			
			private foldExpr(desc ExprNodeDesc, constants Map&lt;ColumnInfo,ExprNodeDesc&gt;, cppCtx ConstantPropagateProcCtx, op Operator&lt;? extends Serializable&gt;, tag int, propagate boolean) : ExprNodeDesc	private foldExprFull(desc ExprNodeDesc, constants Map&lt;ColumnInfo,ExprNodeDesc&gt;, cppCtx ConstantPropagateProcCtx, op Operator&lt;? extends Serializable&gt;, tag int, propagate boolean) : ExprNodeDesc	org.apache.hadoop.hive.ql.optimizer.ConstantPropagateProcFactory
					
https://github.com/scobal/seyren.git	b059d549faffbc9bbc2ed29e527f15e6ddadf3a8	5fb36a321af7df470d4c845cb18da8f85be31c38			
			public createBody(check Check, subscription Subscription, alerts List&lt;Alert&gt;) : String	private evaluateTemplate(check Check, subscription Subscription, alerts List&lt;Alert&gt;, templateContent String) : String	com.seyren.core.util.velocity.VelocityEmailHelper
					
https://github.com/open-keychain/open-keychain.git		de50b3becb31c367f867382ff9cd898ba1628350			
			public isOrbotInRequiredState(middleButton int, middleButtonRunnable Runnable, proxyPrefs ProxyPrefs, fragmentActivity FragmentActivity) : boolean	public isOrbotInRequiredState(middleButton int, middleButtonRunnable Runnable, fragmentActivity FragmentActivity) : boolean	org.sufficientlysecure.keychain.util.orbot.OrbotHelper
					
https://github.com/osmandapp/Osmand.git		c45b9e6615181b7d8f4d7b5b1cc141169081c02c			
			private calculateActionPoints(topLatitude double, leftLongitude double, bottomLatitude double, rightLongitude double, lastProjection Location, routeNodes List&lt;Location&gt;, cd int, it Iterator&lt;RouteDirectionInfo&gt;, zoom int) : void	private addPreviousToActionPoints(lastProjection Location, routeNodes List&lt;Location&gt;, DISTANCE_ACTION double, prevFinishPoint int, routePoint int, loc Location) : void	net.osmand.plus.views.RouteLayer
					
https://github.com/apache/drill.git	4c444663fa9fc9ef6104396a426f8d6fa6c4afa0	ffae1691c0cd526ed1095fbabbc0855d016790d7			
			public getPlan(sqlNode SqlNode) : PhysicalPlan	protected validateAndConvert(sqlNode SqlNode) : ConvertedRelNode	org.apache.drill.exec.planner.sql.handlers.DefaultSqlHandler
			protected convertToDrel(relNode RelNode, validatedRowType RelDataType) : DrillRel	protected convertToDrel(relNode RelNode) : DrillRel	org.apache.drill.exec.planner.sql.handlers.DefaultSqlHandler
					
https://github.com/CyanogenMod/android_frameworks_base.git		5d1a70a4d32ac4c96a32535c68c69b20288d8968			
			private crashApplication(r ProcessRecord, crashInfo CrashInfo) : void	public killProcessGroup(uid int, pid int) : void	com.android.server.am.ActivityManagerService
					
https://github.com/codefollower/Lealone.git	11dd351f6500cc9626dfa4f0438917de4dcb7fe3	7a2e0ae5f6172cbe34f9bc4a5cde666314ff75dd			
			public update() : int	package setPassword(user User, session Session, password Expression) : void	org.lealone.command.ddl.CreateUser
			public update() : int	package setSaltAndHash(user User, session Session, salt Expression, hash Expression) : void	org.lealone.command.ddl.CreateUser
					
https://github.com/phishman3579/java-algorithms-implementation.git	ec0a069f7d64ec03b8d16f022413a87d0436c2dd	4ffcb5a65e6d24c58ef75a5cd7692e875619548d			
			public main(args String[]) : void	private collectGarbage() : void	com.jwetherell.algorithms.sorts.timing.SortsTiming
					
https://github.com/phishman3579/java-algorithms-implementation.git	72f8475fe62aeeeb9dc30f8a2d551d0842a932a4	f2385a56e6aa040ea4ff18a23ce5b63a4eeacf29			
			public main(args String[]) : void	private putOutTheGarbage() : void	com.jwetherell.algorithms.sorts.timing.SortsTiming
					
https://github.com/droolsjbpm/drools.git	b9568bef6a56e8ee55df0b06d5b48296eb920ea8	c8e09e2056c54ead97bce4386a25b222154223b1			
			public instantiateObject(className String, classLoader ClassLoader) : Object	public loadClass(className String, classLoader ClassLoader) : Class&lt;?&gt;	org.drools.core.util.ClassUtils
			public instantiateObject(className String) : Object	public instantiateObject(className String, args Object[]) : Object	org.drools.core.util.ClassUtils
					
https://github.com/k9mail/k-9.git	ee7a95b750ac58e65ba93ad32b7d8f111838635a	9d44f0e06232661259681d64002dd53c7c43099d			
			public sendPendingMessagesSynchronous(account Account) : void	private handleSendFailure(account Account, localStore Store, localFolder Folder, message Message, exception Exception, permanentFailure boolean) : void	com.fsck.k9.controller.MessagingController
					
https://github.com/languagetool-org/languagetool.git	9df5a75ff1af37abbf986c2c3dc4b7e13b024fb5	01cddc5afb590b4d36cb784637a8ea8aa31d3561			
			public show(rules List&lt;Rule&gt;) : void	private getMouseAdapter() : MouseAdapter	org.languagetool.gui.ConfigurationDialog
			public show(rules List&lt;Rule&gt;) : void	private createNonOfficeElements(cons GridBagConstraints, portPanel JPanel) : void	org.languagetool.gui.ConfigurationDialog
			public show(rules List&lt;Rule&gt;) : void	private getMotherTonguePanel(cons GridBagConstraints) : JPanel	org.languagetool.gui.ConfigurationDialog
			public show(rules List&lt;Rule&gt;) : void	private getTreeModel(rootNode DefaultMutableTreeNode) : DefaultTreeModel	org.languagetool.gui.ConfigurationDialog
			public show(rules List&lt;Rule&gt;) : void	private getTreeButtonPanel() : JPanel	org.languagetool.gui.ConfigurationDialog
					
https://github.com/neo4j/neo4j.git	b601cb4677f7caeeffee11626e0cbb612897151f	74d2cc420e5590ba3bc0ffcc15b30b76a9cbef0b			
			private availability(millis long) : Availability	private availability() : Availability	org.neo4j.kernel.AvailabilityGuard
					
https://github.com/wicketstuff/core.git	8cf9adaee2d20d6242e39576076c7aa0a237760c	8ea46f48063c38473c12ca7c114106ca910b6e74			
			public renderSimpleTab() : void	private testRenderedTab() : void	org.wicketstuff.foundation.tab.FoundationTabTest
					
https://github.com/mongodb/morphia.git		70a25d4afdc435e9cad4460b2a20b7aabdd21e35			
			public testBasicMapping() : void	private performBasicMappingTest() : void	org.mongodb.morphia.TestMapping
					
https://github.com/spring-projects/spring-framework.git	04a7ed5f911deb6ed83ebc8bab04300ab58d9b60	31a5434ea433bdec2283797bf9415c02bb2f41c1			
			public write(t T, contentType MediaType, outputMessage HttpOutputMessage) : void	protected addDefaultHeaders(headers HttpHeaders, t T, contentType MediaType) : void	org.springframework.http.converter.AbstractHttpMessageConverter
					
https://github.com/wordpress-mobile/WordPress-Android.git	4f2c9bb1e5593e4705c70b1e2a1c963c65683037	3b95d10985776fb7b710089ff71074fd2bf860ee			
			protected doInBackground(params Void[]) : SiteList	private getBlogsForCurrentView() : List&lt;Map&lt;String,Object&gt;&gt;	org.wordpress.android.ui.main.SitePickerAdapter.LoadSitesTask
					
https://github.com/VoltDB/voltdb.git		ebb1c2c364e888d4a0f47abe691cb2bad4eb4e75			
			private findBestMatchIndexForMatviewMinOrMax(matviewinfo MaterializedViewInfo, srcTable Table, groupbyExprs List&lt;AbstractExpression&gt;, singleUniqueMinMaxAggExpr AbstractExpression) : Index	private isGroupbyMatchingIndex(matchingCase MatViewIndexMacthingGroupby, groupbyColRefs List&lt;ColumnRef&gt;, groupbyExprs List&lt;AbstractExpression&gt;, indexedColRefs List&lt;ColumnRef&gt;, indexedExprs List&lt;AbstractExpression&gt;, srcColumnArray List&lt;Column&gt;) : boolean	org.voltdb.compiler.DDLCompiler
			private findBestMatchIndexForMatviewMinOrMax(matviewinfo MaterializedViewInfo, srcTable Table, groupbyExprs List&lt;AbstractExpression&gt;, singleUniqueMinMaxAggExpr AbstractExpression) : Index	private isIndexOptimalForMinMax(matchingCase MatViewIndexMacthingGroupby, singleUniqueMinMaxAggExpr AbstractExpression, indexedColRefs List&lt;ColumnRef&gt;, indexedExprs List&lt;AbstractExpression&gt;, srcColumnArray List&lt;Column&gt;) : boolean	org.voltdb.compiler.DDLCompiler
					
https://github.com/openhab/openhab.git	3a1be8e56587d0c4665f54f0cc2536cbe0a375f7	a9b1e5d67421ed98b49ae25c3bbd6e27a0ab1590			
			public processData() : Msg	private bail(txt String) : void	org.openhab.binding.insteonplm.internal.message.MsgFactory
			public updated(config Dictionary&lt;String,?&gt;) : void	private processBindingConfiguration() : void	org.openhab.binding.insteonplm.InsteonPLMActiveBinding
					
https://github.com/apache/drill.git	22232d4d31e66e31cdb3a017cffab444223dd47e	711992f22ae6d6dfc43bdb4c01bf8f921d175b38			
			public next() : boolean	private nextRowInternally() : boolean	org.apache.drill.jdbc.impl.DrillCursor
					
https://github.com/facebook/presto.git	121dd8c13250f0f6ab683aa6012b9fd6d421dd1e	b7f4914d81a7a618acf2eba52af1093fc23cfba9			
			public getOutput() : Page	private tryGetLookupSource() : void	public needsInput() : boolean
					
https://github.com/spring-projects/spring-boot.git	c13ff96b783acbfb6d26d33010dc76812ca66a71	becced5f0b7bac8200df7a5706b568687b517b90			
			public overridePidFileWithSpring() : void	private createPreparedEvent(propName String, propValue String) : SpringApplicationEvent	org.springframework.boot.actuate.system.ApplicationPidFileWriterTests
			public differentEventTypes() : void	private createEnvironmentPreparedEvent(propName String, propValue String) : SpringApplicationEvent	org.springframework.boot.actuate.system.ApplicationPidFileWriterTests
					
https://github.com/go-lang-plugin-org/go-lang-idea-plugin.git	9dd34989556abe6fa6bec2b1e670c248777c02af	0b93231025f51c7ec62fd8588985c5dc807854e4			
			protected doSomething(virtualFile VirtualFile, module Module, project Project, title String) : boolean	protected doSomething(virtualFile VirtualFile, module Module, project Project, title String, withProgress boolean) : boolean	com.goide.actions.fmt.GoExternalToolsAction
					
https://github.com/apache/cassandra.git		9a3fa887cfa03c082f249d1d4003d87c14ba5d24			
			public getRandomToken() : LongToken	public getRandomToken(r Random) : LongToken	org.apache.cassandra.dht.Murmur3Partitioner
			private generateFakeEndpoints(numOldNodes int) : void	private generateFakeEndpoints(tmd TokenMetadata, numOldNodes int, numVNodes int) : void	org.apache.cassandra.dht.BootStrapperTest
			public getBootstrapTokens(metadata TokenMetadata) : Collection&lt;Token&gt;	private getSpecifiedTokens(metadata TokenMetadata, initialTokens Collection&lt;String&gt;) : Collection&lt;Token&gt;	org.apache.cassandra.dht.BootStrapper
					
https://github.com/mongodb/morphia.git	1e9b185cabe9455d90559164bb86370d5ec64867	5db323b99f7064af8780f2c35f245461cf55cc8e			
			public testBasicMapping() : void	private performBasicMappingTest() : void	org.mongodb.morphia.TestMapping
					
https://github.com/go-lang-plugin-org/go-lang-idea-plugin.git	4d34f9c1244d76960c4f89e00570dc0bf9d6dfbc	b8929ccb4057c74ac64679216487a4abcd3ae1c3			
			protected setupConfigurationFromContext(configuration GoTestRunConfigurationBase, context ConfigurationContext, sourceElement Ref) : boolean	protected isAvailableInModule(module Module) : boolean	com.goide.runconfig.testing.GoTestRunConfigurationProducerBase
					
https://github.com/neo4j/neo4j.git	0c78f85aea9925ce2b7175d11e8c30728e0c4602	d3533c1a0716ca114d294b3ea183504c9725698f			
			public schedule(group Group, job Runnable, metadata Map&lt;String,String&gt;) : JobHandle	private createNewThread(group Group, job Runnable, metadata Map&lt;String,String&gt;) : Thread	org.neo4j.kernel.impl.util.Neo4jJobScheduler
					
https://github.com/go-lang-plugin-org/go-lang-idea-plugin.git	d4f82abce6ffac6a2547b62f216f7adca2a5bf06	3d5e343df6a39ce3b41624b90974d83e9899541e			
			public resolveInner() : PsiElement	public processResolveVariants(processor GoScopeProcessor) : void	com.goide.psi.impl.GoVarReference
					
https://github.com/apache/hive.git		5f78f9ef1e6c798849d34cc66721e6c1d9709b6f			
			package generateSplitsInfo(conf Configuration) : List&lt;OrcSplit&gt;	package generateSplitsInfo(conf Configuration, numSplits int) : List&lt;OrcSplit&gt;	org.apache.hadoop.hive.ql.io.orc.OrcInputFormat
					
https://github.com/wildfly/wildfly.git	d9c45764b06cce96a05c383a100b659484c37514	37d842bfed9779e662321a5ee43c36b058386843			
			public executeReloadAndWaitForCompletion(client ModelControllerClient) : void	public executeReloadAndWaitForCompletion(client ModelControllerClient, timeout int) : void	org.jboss.as.test.shared.ServerReload
					
https://github.com/jersey/jersey.git	f77628bf5455ce04672ddb06963448cad390ee4c	fab1516773d50bf86d9cc37e2f6db13496f0ecae			
			public hasNext() : boolean	public close() : void	org.glassfish.jersey.server.internal.scanning.JarFileScanner
			public FilesScanner(fileNames String[], recursive boolean)	private init() : void	public reset() : void
					
https://github.com/jankotek/MapDB.git	e9f9ad8eb6a287380989fb23db5392b2e94f468e	32dd05fc13b53873bf18c589622b55d12e3883c7			
			protected update2(recid long, out DataOutputByteArray) : void	private insertOrUpdate(recid long, out DataOutputByteArray, isInsert boolean) : void	org.mapdb.StoreAppend
					
https://github.com/bitcoinj/bitcoinj.git	a2e94b9a9518b925842b6edbf6a074bb80ccae3a	2fd96c777164dd812e8b5a4294b162889601df1d			
			public sha256hash160(input byte[]) : byte[]	public newSha256Digest() : MessageDigest	org.bitcoinj.core.Utils
					
https://github.com/bitcoinj/bitcoinj.git	9b82c699465369210397b01e9d914f2f93cdc9eb	1d96e1ad1dca6e2151603e10515bb04f0c2730fc			
			public closeChannel(channel StoredServerChannel) : void	public updatedChannel(channel StoredServerChannel) : void	org.bitcoinj.protocols.channels.StoredPaymentChannelServerStates
			package removeChannel(channel StoredClientChannel) : void	package updatedChannel(channel StoredClientChannel) : void	private putChannel(channel StoredClientChannel, updateWallet boolean) : void
					
https://github.com/structr/structr.git	3744d635ab64e8538316e22b45faa85d88826db5	6c59050b8b03adf6d8043f3fb7add0496f447edf			
			private getPropertiesForView(type Class, view String, schemaNode SchemaNode) : Map&lt;String,Object&gt;	private getSchemaProperties(schemaNode SchemaNode) : List&lt;SchemaProperty&gt;	org.structr.rest.resource.SchemaTypeResource
					
https://github.com/facebook/buck.git	33019b5ef34f7fafd4916a2251f46b85a59d59a1	cfea606b129dbfc5703eb279d4803185afc99c58			
			protected ReactNativeBundle(ruleParams BuildRuleParams, resolver SourcePathResolver, entryPath SourcePath, isDevMode boolean, bundleName String, jsPackager SourcePath, platform ReactNativePlatform, depsFinder ReactNativeDeps)	public getPathToJSBundleDir(target BuildTarget) : Path	com.facebook.buck.js.ReactNativeBundle
					
https://github.com/apache/cassandra.git		f797bfa4da53315b49f8d97b784047f33ba1bf5f			
			private fromUnixTimestamp(timestamp long) : long	private fromUnixTimestamp(timestamp long, nanos long) : long	org.apache.cassandra.utils.UUIDGen
			protected createTable(query String) : String	protected createTableName() : String	org.apache.cassandra.cql3.CQLTester
			public executeWithCondition(queryState QueryState, options QueryOptions) : ResultMessage	private makeCasRequest(queryState QueryState, options QueryOptions) : CQL3CasRequest	org.apache.cassandra.cql3.statements.ModificationStatement
			public executeInternal(queryState QueryState, options QueryOptions) : ResultMessage	private executeInternalWithoutCondition(queryState QueryState, options QueryOptions) : ResultMessage	org.apache.cassandra.cql3.statements.BatchStatement
			private executeWithConditions(options BatchQueryOptions, state QueryState) : ResultMessage	private makeCasRequest(options BatchQueryOptions, state QueryState) : Pair&lt;CQL3CasRequest,Set&lt;ColumnDefinition&gt;&gt;	org.apache.cassandra.cql3.statements.BatchStatement
			protected assertInvalidMessage(errorMessage String, query String, values Object[]) : void	protected assertInvalidThrowMessage(errorMessage String, exception Class&lt;? extends Throwable&gt;, query String, values Object[]) : void	org.apache.cassandra.cql3.CQLTester
			public executeInternal(queryState QueryState, options QueryOptions) : ResultMessage	public executeInternalWithoutCondition(queryState QueryState, options QueryOptions) : ResultMessage	org.apache.cassandra.cql3.statements.ModificationStatement
					
https://github.com/facebook/buck.git	e1a42af308a811ddd7d609e3e0701c4cd434acfd	d49765899cb9df6781fff9773ffc244b5167351c			
			public testFilterLocales() : void	private getTestPathPredicate(enableStringWhitelisting boolean, whitelistedStringDirs ImmutableSet&lt;Path&gt;, locales ImmutableSet&lt;String&gt;) : Predicate&lt;Path&gt;	public testFilterStrings() : void
					
https://github.com/apache/giraph.git	ffed230ba8958ba3bc27310b71b0c6df589c3e63	add1d4f07c925b8a9044cb3aa5bb4abdeaf49fc7			
			private createKryo() : HadoopKryo	private registerSerializer(kryo HadoopKryo, className String, serializer Serializer) : void	org.apache.giraph.writable.kryo.HadoopKryo
					
https://github.com/phishman3579/java-algorithms-implementation.git	f689bf3137fad0ae712e036ed36e00dd3f7cab6b	ab98bcacf6e5bf1c3a06f6bcca68f178f880ffc9			
			public main(args String[]) : void	private runTest(testable Testable, unsorted Integer[], sorted Integer[], results double[], count int) : int	com.jwetherell.algorithms.sorts.timing.SortsTiming
					
https://github.com/gwtproject/gwt.git	dd215d81ce29db42b185ffa2f86f6af36076f3be	22fb2c9c6974bd1fe0f6ff684f52e6cfbed1a387			
			public visit(type JInterfaceType, ctx Context) : boolean	private rescueMembersAndInstantiateSuperInterfaces(type JDeclaredType) : void	com.google.gwt.dev.jjs.impl.ControlFlowAnalyzer.RescueVisitor
					
https://github.com/apache/drill.git	20ec0cd63ba46d0f6d48ff232cb8650445e85d3a	00aa01fb90f3210d1e3027d7f759fb1085b814bd			
			public setControls(drillClient DrillClient, controls String) : void	public setSessionOption(drillClient DrillClient, option String, value String) : void	org.apache.drill.exec.testing.ControlsInjectionUtil
					
https://github.com/aws/aws-sdk-java.git	26f551afdbf35d0e253620944cf1714cf37f20ae	4baf0a4de8d03022df48d696d210cc8b3117d38a			
			private pauseExponentially(retries int) : void	private pause(delay long) : void	com.amazonaws.services.dynamodbv2.datamodeling.DynamoDBMapper
					
https://github.com/apache/drill.git	00aa01fb90f3210d1e3027d7f759fb1085b814bd	3f0d9221d3f96c20db10e868cc33c2e972318ba6			
			public createNewWrapperCurrent() : SelectionVector4	public createNewWrapperCurrent(batchRecordCount int) : SelectionVector4	org.apache.drill.exec.record.selection.SelectionVector4
					
https://github.com/SonarSource/sonarqube.git	a75b7857be983aff9aa19a591d97382d384a62c9	0d9fcaa4415ee996e423a97cfe0d965586ca59a5			
			public stop() : void	private doStop(swallowException boolean) : void	org.sonar.batch.bootstrapper.Batch
					
https://github.com/apache/drill.git	58c3c4c69748bdf2423c1b4f543407faef50a767	c1b847acdc8cb90a1498b236b3bb5c81ca75c044			
			public addMiniDfsBasedStorageAndGenerateTestData() : void	private createTestData() : void	org.apache.drill.exec.impersonation.TestImpersonationQueries
					
https://github.com/facebook/facebook-android-sdk.git	a9a791dc65d8a3a66ed9aed703437ec496bcacf2	e813a0be86c87366157a0201e6c61662cadee586			
			private getAndroidId(context Context) : AttributionIdentifiers	private getAndroidIdViaReflection(context Context) : AttributionIdentifiers	com.facebook.internal.AttributionIdentifiers
					
https://github.com/fabric8io/fabric8.git	ad5eddddd0bd63d5dfa1596ed07b8e6a3eff78f8	e068eb7f484f24dee285d29b8a910d9019592020			
			protected getProbe(prefix String) : Probe	private getHTTPGetAction(prefix String, properties Properties) : HTTPGetAction	io.fabric8.maven.JsonMojo
					
https://github.com/killbill/killbill.git	e5374bf5c6a124e423c0994456433316fd035bc6	4b5b74b6467a28fb9b7712f8091e4aa61c2d64b6			
			public doIteration(paymentTransaction PaymentTransactionModelDao) : void	public updatePaymentAndTransactionIfNeeded(payment PaymentModelDao, paymentTransaction PaymentTransactionModelDao, paymentTransactionInfoPlugin PaymentTransactionInfoPlugin, internalTenantContext InternalTenantContext) : boolean	org.killbill.billing.payment.core.janitor.IncompletePaymentTransactionTask
					
https://github.com/deeplearning4j/deeplearning4j.git	f8c36aa0551293c2e59ccde784f66be0cff5cf45	d4992887291cc0a7eeda87ad547fa9e1e7fda41c			
			public output(x INDArray) : INDArray	public output(x INDArray, test boolean) : INDArray	org.deeplearning4j.nn.layers.OutputLayer
					
https://github.com/datastax/java-driver.git		9de5f0d408f861455716b8410fd53f62b360787d			
			package sendRequest() : void	package sendRequest(reportNoMoreHosts boolean) : boolean	com.datastax.driver.core.RequestHandler.SpeculativeExecution
			protected query() : ResultSet	protected query(session Session) : ResultSet	com.datastax.driver.core.policies.AbstractRetryPolicyIntegrationTest
			private retry(retryCurrent boolean, newConsistencyLevel ConsistencyLevel) : void	private retry(retryCurrent boolean, newConsistencyLevel ConsistencyLevel, connection Connection, response Response) : void	com.datastax.driver.core.RequestHandler.SpeculativeExecution
					
https://github.com/apache/hive.git		7eb3567e7880511b76b8b65e8eb7d373927f2fb6			
			private unionTester(s Schema, record Record) : ResultPair	private unionTester(ws Schema, rs Schema, record Record) : ResultPair	org.apache.hadoop.hive.serde2.avro.TestAvroDeserializer
					
https://github.com/VoltDB/voltdb.git		e58c9c3eef4c6e44b21a97cfbd2862bb2eb4627a			
			public isEmpty() : SymbolTableAssert	public hasSize(size int) : SymbolTableAssert	org.voltdb.sqlparser.symtab.SymbolTableAssert
					
https://github.com/koush/AndroidAsync.git	bbe510b87f45e7ebdcdb5101f903f7482c652712	1bc7905b07821f840068089343e6b77a8686d1ab			
			protected report(e Exception) : void	private terminate() : void	com.koushikdutta.async.http.AsyncHttpResponseImpl
					
https://github.com/gradle/gradle.git		0e7345a9c10863dca9217ad902b825db50fed01f			
			package getFileCollection() : FileCollection	private getConfiguration() : Configuration	org.gradle.play.plugins.PlayPluginConfigurations.PlayConfiguration
					
https://github.com/apache/hive.git		102b23b16bf26cbf439009b4b95542490a082710			
			private execute(line String, call boolean, entireLineAsCommand boolean) : boolean	private executeInternal(sql String, call boolean) : boolean	org.apache.hive.beeline.Commands
			private execute(line String, call boolean, entireLineAsCommand boolean) : boolean	public handleMultiLineCmd(line String) : String	org.apache.hive.beeline.Commands
					
https://github.com/gradle/gradle.git		79c66ceab11dae0b9fd1dade7bb4120028738705			
			public getAllSources() : Set&lt;LanguageSourceSet&gt;	public getInputs() : Set&lt;LanguageSourceSet&gt;	org.gradle.platform.base.binary.BaseBinarySpec
					
https://github.com/droolsjbpm/jbpm.git	4392e8398e9f5e38bb3f2292b5308cf4dd0e555a	a739d16d301f0e89ab0b9dfa56b4585bbad6b793			
			public testActivateFromIncorrectStatus() : void	private createUser(id String) : User	org.jbpm.services.task.LifeCycleBaseTest
					
https://github.com/droolsjbpm/jbpm.git	a739d16d301f0e89ab0b9dfa56b4585bbad6b793	83cfa21578e63956bca0715eefee2860c3b6d39a			
			public testTaskWithVariables() : void	private prepareWorkItemWithTaskVariables(taskDescriptionParam String) : WorkItemImpl	org.jbpm.services.task.wih.HTWorkItemHandlerBaseTest
			public testTaskWithVariables() : void	private testTaskWithExpectedDescription(task Task, expectedDescription String) : void	org.jbpm.services.task.wih.HTWorkItemHandlerBaseTest
					
https://github.com/apache/cassandra.git		35668435090eb47cf8c5e704243510b6cee35a7b			
			public onCreateAggregate(ksName String, aggregateName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void	private onCreateFunctionInternal(ksName String, functionName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void	public onCreateFunction(ksName String, functionName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void
			public onDropAggregate(ksName String, aggregateName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void	private onDropFunctionInternal(ksName String, functionName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void	public onDropFunction(ksName String, functionName String, argTypes List&lt;AbstractType&lt;?&gt;&gt;) : void
					
https://github.com/FasterXML/jackson-databind.git	8e9da38393ae292e44bfa593d6ea4623acce6348	cfe88fe3fbcc6b02ca55cee7b1f4ab13e249edea			
			public findClass(className String) : Class&lt;?&gt;	protected classForName(name String) : Class&lt;?&gt;	com.fasterxml.jackson.databind.type.TypeFactory
			public findClass(className String) : Class&lt;?&gt;	protected classForName(name String, initialize boolean, loader ClassLoader) : Class&lt;?&gt;	com.fasterxml.jackson.databind.type.TypeFactory
					
https://github.com/rstudio/rstudio.git	3ee0c239ab574c1fffe6dd7de471d02a1410e3ba	229d1b60c03a3f8375451c68a6911660a3993777			
			public getResult() : RSConnectPublishResult	private isUpdate() : boolean	org.rstudio.studio.client.rsconnect.ui.RSConnectDeploy
					
https://github.com/neo4j/neo4j.git	beeae3f15b2b91302a4ef36d8d6aa86976d9487f	d1a6ae2a16ba1d53b1de02eea8745d67c6a1a005			
			public actionPerformed(e ActionEvent) : void	private fileSelection() : File	org.neo4j.desktop.ui.BrowseForDatabaseActionListener
					
https://github.com/square/wire.git	54f7378064d7e3c786a46ab84b7a53e1efcf034a	85a690e3cdbbb8447342eefdf690e22ad1b33e02			
			private defaultValue(field WireField) : CodeBlock	private fieldInitializer(type ProtoTypeName, value Object) : CodeBlock	com.squareup.wire.java.TypeWriter
					
https://github.com/slapperwan/gh4a.git	694a0db9081ff980db6b12a0442d109438e65685	b8fffb706258db4c4d2f608d8e8dad9312e2230d			
			public isImage(filename String) : boolean	private isExtensionIn(filename String, extensions List&lt;String&gt;) : boolean	com.gh4a.utils.FileUtils
					
https://github.com/deeplearning4j/deeplearning4j.git	4ceab7f07f8d7e2a5e0f552fa3d7aaf99d2350e9	3325f5ccd23f8016fa28a24f878b54f1918546ed			
			public loadGoogleModel(modelFile File, binary boolean) : Word2Vec	public loadGoogleModel(modelFile File, binary boolean, lineBreaks boolean) : Word2Vec	org.deeplearning4j.models.embeddings.loader.WordVectorSerializer
					
https://github.com/crate/crate.git		d5f10a4958f5e870680be906689d92d1efb42480			
			public add(column String, type DataType, path List&lt;String&gt;, columnPolicy ColumnPolicy, indexType IndexType, partitionBy boolean) : Builder	public add(info ReferenceInfo, partitionBy boolean) : Builder	io.crate.metadata.table.TestingTableInfo.Builder
					
https://github.com/google/truth.git	61fbc31cc4e8d4efe8fc836ec21897796b9d6074	200f1577d238a6d3fbcf99cb2a2585b2071214a6			
			public isPartiallyOrdered(comparator Comparator&lt;? super T&gt;) : void	public isOrdered(comparator Comparator&lt;? super T&gt;) : void	com.google.common.truth.IterableSubject
			public isPartiallyOrdered() : void	public isOrdered() : void	com.google.common.truth.IterableSubject
					
https://github.com/wildfly/wildfly.git		c0f8a7f2b4341601df63c5470f41f157dbd83781			
			public main(args String[]) : void	private standaloneCollect(cli CLI, protocol String, host String, port int) : void	org.jboss.as.jdr.CommandLineMain
					
https://github.com/CyanogenMod/android_frameworks_base.git		4587c32ab8a1c8e2169e4f93491a8c927216a6ab			
			public start() : void	private startAsync() : void	com.android.systemui.usb.StorageNotification
					
