Git Repo	Before Hash	After Hash	Extracted From Method Name	Extracted To Method Name	FQ Class Name
https://github.com/apache/hive.git	2240dbd6dfddf3f14fb1538bb765833b3fdea898	c53c6f45988db869d56abe3b1d831ff775f4fa73			
			package deserializeStatsForOneColumn(partitionColumnStats ColumnStatistics, bytes byte[]) : ColumnStatisticsObj	private statsForOneColumnFromProtoBuf(partitionColumnStats ColumnStatistics, proto ColumnStats) : ColumnStatisticsObj	org.apache.hadoop.hive.metastore.hbase.HBaseUtils
			package serializeStatsForOneColumn(partitionColumnStats ColumnStatistics, colStats ColumnStatisticsObj) : byte[]	private protoBufStatsForOneColumn(partitionColumnStats ColumnStatistics, colStats ColumnStatisticsObj) : ColumnStats	org.apache.hadoop.hive.metastore.hbase.HBaseUtils
					
https://github.com/apache/cassandra.git	019471a567ca7f42930a952fa279fc96bb0b01a0	2b0a8f6bdac621badabcb9921c077260f2470c26			
			public deleteRow(metadata CFMetaData, timestamp long, key Object, clusteringValues Object[]) : Mutation	public deleteRowAt(metadata CFMetaData, timestamp long, localDeletionTime int, key Object, clusteringValues Object[]) : Mutation	org.apache.cassandra.db.RowUpdateBuilder
					
https://github.com/dropwizard/metrics.git		4c6ab3d77cc67c7a91155d884077520dcf1509c6			
			public report(gauges SortedMap&lt;String,Gauge&gt;, counters SortedMap&lt;String,Counter&gt;, histograms SortedMap&lt;String,Histogram&gt;, meters SortedMap&lt;String,Meter&gt;, timers SortedMap&lt;String,Timer&gt;) : void	private closeGraphiteConnection() : void	com.codahale.metrics.graphite.GraphiteReporter
					
https://github.com/gradle/gradle.git	0c23263b8ad04af82ea1c367a268a6ee81256e5d	681dc6346ce3cf5be5c5985faad120a18949cee0			
			public select(targetPlatform NativePlatformInternal) : PlatformToolProvider	private createPlatformToolProvider(targetPlatform NativePlatformInternal) : PlatformToolProvider	org.gradle.nativeplatform.toolchain.internal.gcc.AbstractGccCompatibleToolChain
					
https://github.com/apache/cassandra.git	48fc0b8d0d8b371a9e88cab3f62389c613c2cffd	5790b4a44ba85e7e8ece64613d9e6a1b737a6cde			
			protected compose(protocolVersion int, argIndex int, value ByteBuffer) : Object	protected compose(argDataTypes DataType[], protocolVersion int, argIndex int, value ByteBuffer) : Object	org.apache.cassandra.cql3.functions.UDFunction
			protected decompose(protocolVersion int, value Object) : ByteBuffer	protected decompose(dataType DataType, protocolVersion int, value Object) : ByteBuffer	org.apache.cassandra.cql3.functions.UDFunction
					
https://github.com/facebook/buck.git	12ad69599ff382b0ce37bd4df6e976727d24468c	a1525ac9a0bb8f727167a8be94c81a3415128ef4			
			private getAllPaths(workingDir Optional&lt;Path&gt;) : ImmutableBiMap&lt;Path,Path&gt;	private getAllPathsWork(workingDir Path) : ImmutableBiMap&lt;Path,Path&gt;	com.facebook.buck.cxx.DebugPathSanitizer
					
https://github.com/facebook/buck.git	9a858bacb49fd8ff2ad5efeb0360d9f38832fcab	db024f5ec3e9611ddf8103bdc4c3817c704f7b27			
			public runWithoutHelp(params CommandRunnerParams) : int	public getTargetsAndDependencies(params CommandRunnerParams, argumentsFormattedAsBuildTargets List&lt;String&gt;, showTransitive boolean, showTests boolean, enableProfiling boolean) : Multimap&lt;BuildTarget,BuildTarget&gt;	com.facebook.buck.cli.AuditDependenciesCommand
					
https://github.com/JetBrains/intellij-plugins.git	f00ae0b3227b20f33abe87c19cc049c351551b49	0df7cb00757fe0d4fac8d8b0d5fc46af95feb238			
			private getElementForNavigationTarget(project Project, target PluginNavigationTarget) : PsiElement	public findPsiFile(project Project, path String) : PsiFile	com.jetbrains.lang.dart.resolve.DartResolver
					
https://github.com/google/guava.git	26342f6fe1f8b629a2ce1bdb3ef872f84a7e960a	31fc19200207ccadc45328037d8a2a62b617c029			
			public tryParse(string String) : Long	public tryParse(string String, radix int) : Long	com.google.common.primitives.Longs
					
https://github.com/apache/hive.git	5acf458c449bd2464076c243150760797ae57092	92e98858e742bbb669ccbf790a71a618c581df21			
			public use(ctx Use_stmtContext) : Integer	public use(ctx ParserRuleContext, sql String) : Integer	org.apache.hive.hplsql.Stmt
					
https://github.com/apache/cassandra.git	b09e60f72bb2f37235d9e9190c25db36371b3c18	573a1d115b86abbe3fb53ff930464d7d8fd95600			
			public incrementDroppedMessages(verb Verb) : void	public incrementDroppedMessages(verb Verb, isCrossNodeTimeout boolean) : void	org.apache.cassandra.net.MessagingService
			private logDroppedMessages() : void	package getDroppedMessagesLogs() : List&lt;String&gt;	org.apache.cassandra.net.MessagingService
					
https://github.com/checkstyle/checkstyle.git	eb6de977b5ae1d23f975ea4739f4c67d5f70b786	2f7481ee4e20ae785298c31ec2f979752dd7eb03			
			public visitToken(ast DetailAST) : void	private checkInterfaceModifiers(ast DetailAST) : void	com.puppycrawl.tools.checkstyle.checks.modifier.RedundantModifierCheck
					
https://github.com/neo4j/neo4j.git	5d73d6f87a7e5df53447a26c515ca5632466d374	021d17c8234904dcb1d54596662352395927fe7b			
			private deleteNode1(node long, prop1 DefinedProperty, prop2 DefinedProperty, prop3 DefinedProperty) : void	private assertHasRelationships(node long) : void	private deleteNode2(node long, prop1 DefinedProperty, prop2 DefinedProperty, prop3 DefinedProperty) : void
					
https://github.com/skylot/jadx.git	f549a0691e6c7e74d23e376b80075128f4b0c32a	2d8d4164830631d3125575f055b417c5addaa22f			
			public getDefinitionPosition(line int, offset int) : CodePosition	public getJavaNodeAtPosition(line int, offset int) : JavaNode	jadx.api.JavaClass
			public getDefinitionPosition(line int, offset int) : CodePosition	public getDefinitionPosition(javaNode JavaNode) : CodePosition	jadx.api.JavaClass
					
https://github.com/wildfly/wildfly.git	3d00d06eec1d1a63686113850f62b1e783bb12e9	d7675fb0b19d3d22978e79954f441eeefd74a3b2			
			protected handleDeploymentDescriptor(deploymentUnit DeploymentUnit, deploymentReflectionIndex DeploymentReflectionIndex, componentClass Class&lt;?&gt;, componentDescription EJBComponentDescription) : void	private handleExcludeMethods(componentDescription EJBComponentDescription, excludeList ExcludeListMetaData) : void	org.jboss.as.ejb3.deployment.processors.merging.MethodPermissionsMergingProcessor
			protected handleDeploymentDescriptor(deploymentUnit DeploymentUnit, deploymentReflectionIndex DeploymentReflectionIndex, componentClass Class&lt;?&gt;, componentDescription EJBComponentDescription) : void	private handleMethodPermissions(componentDescription EJBComponentDescription, methodPermissions MethodPermissionsMetaData) : void	org.jboss.as.ejb3.deployment.processors.merging.MethodPermissionsMergingProcessor
					
https://github.com/openhab/openhab.git	a15c67c630f6357d661020e643c257154c1accdd	f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55			
			public parameters() : Collection&lt;Object[]	private initTimeMap() : Map&lt;String,Integer&gt;	org.openhab.core.library.types.DateTimeTypeTest
					
https://github.com/selendroid/selendroid.git	065bb47b6cbbfcc3f267ae3c1997db8c58c276e3	e4a309c160285708f917ea23238573da3b677f7f			
			public takeScreenshot() : byte[]	protected toByteArray(image BufferedImage) : byte[]	io.selendroid.standalone.android.impl.AbstractDevice
					
https://github.com/jOOQ/jOOQ.git	d8c44c7f579fbc393cb88acf7ea18a6ac52d66ed	227254cf769f3e821ed1b2ef2d88c4ec6b20adea			
			public formatCSV(stream OutputStream) : void	public formatCSV(stream OutputStream, header boolean) : void	org.jooq.impl.ResultImpl
			public formatCSV(writer Writer) : void	public formatCSV(writer Writer, header boolean) : void	org.jooq.impl.ResultImpl
			public formatCSV() : String	public formatCSV(header boolean) : String	org.jooq.impl.ResultImpl
			public formatCSV(delimiter char, nullString String) : String	public formatCSV(header boolean, delimiter char, nullString String) : String	org.jooq.impl.ResultImpl
			public formatCSV(delimiter char) : String	public formatCSV(header boolean, delimiter char) : String	org.jooq.impl.ResultImpl
			public formatCSV(writer Writer, delimiter char) : void	public formatCSV(writer Writer, header boolean, delimiter char) : void	org.jooq.impl.ResultImpl
			public formatCSV(stream OutputStream, delimiter char, nullString String) : void	public formatCSV(stream OutputStream, header boolean, delimiter char, nullString String) : void	org.jooq.impl.ResultImpl
			public formatCSV(writer Writer, delimiter char, nullString String) : void	public formatCSV(writer Writer, header boolean, delimiter char, nullString String) : void	org.jooq.impl.ResultImpl
					
https://github.com/apache/hive.git		4ccc0c37aabbd90ecaa36fcc491e2270e7e9bea6			
			package setTableInfo(thatTableInfo HCatTableInfo) : void	private restoreLocalInfoFromTableInfo() : void	private writeObject(oos ObjectOutputStream) : void
			private writeObject(oos ObjectOutputStream) : void	private dedupWithTableInfo() : void	org.apache.hive.hcatalog.mapreduce.PartInfo
					
https://github.com/VoltDB/voltdb.git		c1359c843bd03a694f846c8140e24ed646bbb913			
			public testBasicCreateIndex() : void	private createSchema(config Configuration, ddl String, sitesPerHost int, hostCount int, replication int) : void	public testCreateDropIndexonView() : void
					
https://github.com/google/closure-compiler.git	fda7ab0b014acca69c4b921ae31fe32c2d3f89a2	545a7d027b4c55c116dc52d9cd8121fbb09777f0			
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.NoResolvedType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.UnionType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.RecordType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.TemplatizedType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.PrototypeObjectType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.FunctionType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.ProxyObjectType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.EnumElementType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.NoType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.NoObjectType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.UnknownType
			package isSubtype(typeA ObjectType, typeB RecordType) : boolean	package isSubtype(typeA ObjectType, typeB RecordType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.RecordType
			public isSubtype(that JSType) : boolean	protected isSubtype(that JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.EnumType
			public isSubtype(other JSType) : boolean	protected isSubtype(other JSType, implicitImplCache ImplCache) : boolean	com.google.javascript.rhino.jstype.ArrowType
					
https://github.com/hazelcast/hazelcast.git	bef95d303c1a0eb13a4eef30ebe1511724c1d4b2	204bf49cba03fe5d581a35ff82dd22587a681f46			
			private testWaitNotifyService_whenNodeSplitFromCluster(action SplitAction) : void	private createConfig() : Config	private testWaitingInvocations_whenNodeSplitFromCluster(splitAction SplitAction) : void
					
https://github.com/hazelcast/hazelcast.git	e7806dd017f3c56b4970f86c06b8ef5f90f3fd50	e84e96ff5c2bdc48cea7f75fd794506159c4e1f7			
			public generateCodec(methodElement ExecutableElement, lang Lang) : void	private createCodecModel(methodElement ExecutableElement, lang Lang) : CodecModel	com.hazelcast.client.protocol.generator.CodecCodeGenerator
					
https://github.com/bitcoinj/bitcoinj.git	16a5e1d64b604930d25490504bcc2a60218816c2	12602650ce99f34cb530fc24266c23e39733b0bb			
			private makeMessage(command String, length int, payloadBytes byte[], hash byte[], checksum byte[]) : Message	public makeInventoryMessage(payloadBytes byte[], length int) : InventoryMessage	org.bitcoinj.core.BitcoinSerializer
			private makeMessage(command String, length int, payloadBytes byte[], hash byte[], checksum byte[]) : Message	public makeAddressMessage(payloadBytes byte[], length int) : AddressMessage	org.bitcoinj.core.BitcoinSerializer
			protected parseTransactions() : void	protected parseTransactions(transactionsOffset int) : void	org.bitcoinj.core.Block
			private makeMessage(command String, length int, payloadBytes byte[], hash byte[], checksum byte[]) : Message	public makeTransaction(payloadBytes byte[], offset int, length int, hash byte[]) : Transaction	org.bitcoinj.core.BitcoinSerializer
			private makeMessage(command String, length int, payloadBytes byte[], hash byte[], checksum byte[]) : Message	public makeBlock(payloadBytes byte[], length int) : Block	org.bitcoinj.core.BitcoinSerializer
					
https://github.com/alibaba/druid.git	29d0889d86932436934343677840c6f7fd7f053a	87f3f8144b7a6cb57b6e21cd3753d09ecde0d88f			
			public visit(x SQLJoinTableSource) : boolean	protected printJoinType(joinType JoinType) : void	com.alibaba.druid.sql.visitor.SQLASTOutputVisitor
